,id,region,price,year,manufacturer,model,fuel,odometer,transmission,size,type,state
70099,7316913595,yuba-sutter,17999,2013,infiniti,m37,gas,79892,automatic,full-size,sedan,ca
70100,7316913414,yuba-sutter,36999,2013,bmw,m5,gas,56928,automatic,mid-size,sedan,ca
70101,7316913218,yuba-sutter,18999,2015,cadillac,srx,gas,69154,automatic,full-size,SUV,ca
70102,7316912996,yuba-sutter,8999,2011,mercedes-benz,glk-class,gas,143062,automatic,full-size,SUV,ca
70103,7316912781,yuba-sutter,8999,2008,acura,tl,gas,144360,automatic,mid-size,sedan,ca
70104,7316912571,yuba-sutter,10999,2010,cadillac,srx,gas,124230,automatic,full-size,SUV,ca
70105,7316912318,yuba-sutter,7999,2013,mitsubishi,outlander sport,gas,137122,automatic,full-size,SUV,ca
70106,7316912082,yuba-sutter,18999,2013,ford,expedition,gas,94270,automatic,full-size,SUV,ca
70107,7316911812,yuba-sutter,31999,2012,chevrolet,avalanche,gas,71966,automatic,full-size,pickup,ca
70108,7316911629,yuba-sutter,9999,2006,lexus,gs 300,gas,119388,automatic,mid-size,sedan,ca
70109,7316911459,yuba-sutter,8500,2007,lexus,is 350,gas,204163,automatic,sub-compact,sedan,ca
70110,7316911261,yuba-sutter,6999,2006,cadillac,cts,gas,126111,automatic,mid-size,sedan,ca
70111,7316911092,yuba-sutter,6999,2007,infiniti,g 35,gas,190950,automatic,compact,sedan,ca
70112,7316910934,yuba-sutter,11999,2014,ford,fusion,gas,74696,automatic,mid-size,sedan,ca
70113,7316910769,yuba-sutter,22999,2012,mercedes-benz,cls-class,gas,78320,automatic,mid-size,sedan,ca
70114,7316910590,yuba-sutter,26999,2011,ford,super duty f-250,diesel,158020,automatic,full-size,pickup,ca
70116,7316910225,yuba-sutter,13999,2014,dodge,charger,gas,107250,automatic,full-size,sedan,ca
70117,7316910054,yuba-sutter,13500,2011,audi,s5,gas,143169,automatic,sub-compact,coupe,ca
70118,7316909876,yuba-sutter,7999,2000,ford,super duty f-650,diesel,274820,automatic,full-size,pickup,ca
70119,7316909733,yuba-sutter,21999,2013,mercedes-benz,s-class,gas,90322,automatic,full-size,sedan,ca
70120,7316909483,yuba-sutter,16999,2013,dodge,challenger,gas,123832,automatic,mid-size,coupe,ca
70125,7316908682,yuba-sutter,17999,2012,porsche,cayenne,gas,126523,automatic,full-size,SUV,ca
70126,7316908513,yuba-sutter,11999,2005,toyota,4runner,gas,185956,automatic,full-size,SUV,ca
70127,7316908335,yuba-sutter,8999,2008,lexus,rx 350,gas,140996,automatic,full-size,SUV,ca
70128,7316908143,yuba-sutter,17999,2013,mazda,mazda3,gas,54261,manual,compact,sedan,ca
70129,7316907949,yuba-sutter,13999,2014,gmc,acadia,gas,112886,automatic,full-size,SUV,ca
70130,7316907792,yuba-sutter,10999,2014,nissan,altima,gas,82739,automatic,mid-size,sedan,ca
70131,7316907583,yuba-sutter,8500,2008,mercedes-benz,c-class,gas,121555,automatic,mid-size,sedan,ca
70133,7316907351,yuba-sutter,10999,2013,acura,ilx,gas,80956,automatic,compact,sedan,ca
70134,7316907136,yuba-sutter,17999,2014,lexus,is 350,gas,120872,automatic,compact,sedan,ca
70135,7316906979,yuba-sutter,13999,2014,jeep,cherokee,gas,98922,automatic,full-size,SUV,ca
70136,7316906779,yuba-sutter,9999,2014,nissan,maxima,gas,144809,automatic,mid-size,sedan,ca
70139,7316876442,yuba-sutter,3895,2003,mercury,sable,gas,85750,automatic,mid-size,sedan,ca
70151,7316808057,yuba-sutter,2500,2003,honda,accord,gas,360000,automatic,full-size,sedan,ca
70154,7316783311,yuba-sutter,6995,2009,dodge,caliber r/t,gas,128226,automatic,mid-size,wagon,ca
70155,7316782578,yuba-sutter,6495,2010,dodge,caliber sxt,gas,138203,automatic,mid-size,wagon,ca
70156,7316781493,yuba-sutter,6995,2008,honda,civic lx,gas,140042,automatic,compact,sedan,ca
70162,7316620406,yuba-sutter,10500,2014,mini,cooper s countryman,gas,76000,manual,sub-compact,hatchback,ca
70163,7316589086,yuba-sutter,5000,2006,mini,cooper s,gas,180000,manual,compact,coupe,ca
70164,7316584845,yuba-sutter,6700,2008,bmw,3 series,gas,115000,automatic,full-size,sedan,ca
70167,7316550371,yuba-sutter,26500,2006,ford,f-250 super duty,diesel,60380,automatic,full-size,truck,ca
70186,7316443019,yuba-sutter,11995,2006,nissan,titan se,gas,146650,automatic,full-size,truck,ca
70195,7316388712,yuba-sutter,7995,2007,kia,sorento ex,gas,102672,automatic,mid-size,SUV,ca
70196,7316388445,yuba-sutter,12995,2015,nissan,altima 2.5 s,gas,74388,automatic,full-size,sedan,ca
70197,7316388204,yuba-sutter,12995,2013,nissan,altima 3.5 sl,gas,79702,automatic,mid-size,sedan,ca
70199,7316370397,yuba-sutter,39500,1935,ford,sedan,gas,750,automatic,mid-size,sedan,ca
70203,7316339279,yuba-sutter,12988,2013,audi,a4,other,94887,automatic,compact,sedan,ca
70205,7316330090,yuba-sutter,52000,2017,bmw,m4,gas,19000,manual,compact,coupe,ca
70207,7316320759,yuba-sutter,21000,2020,nissan,sentra sr,gas,6503,automatic,compact,sedan,ca
70222,7316063751,yuba-sutter,7800,2012,nissan,altima,gas,145000,automatic,full-size,sedan,ca
70256,7315822045,yuba-sutter,6000,1989,dodge,d250,diesel,170000,automatic,full-size,pickup,ca
70262,7315720141,yuba-sutter,29500,1929,ford,model a,gas,1000,manual,mid-size,coupe,ca
70263,7315719303,yuba-sutter,29500,1929,ford,model a,gas,1000,manual,mid-size,coupe,ca
70277,7315486032,yuba-sutter,6000,2004,chevrolet,suburban 1500,gas,183000,automatic,full-size,SUV,ca
70281,7315460164,yuba-sutter,12000,2002,chevrolet,silverado,gas,127000,automatic,full-size,truck,ca
70284,7315435735,yuba-sutter,17,1999,ford,f-250 super duty ext-cab,diesel,222000,automatic,full-size,pickup,ca
70298,7315374041,yuba-sutter,9495,2014,chevrolet,cruze 1lt auto,gas,91336,automatic,compact,sedan,ca
70299,7315373753,yuba-sutter,8995,2012,toyota,corolla le,gas,133713,automatic,compact,sedan,ca
70300,7315373033,yuba-sutter,12995,2006,ford,f-150 xlt rwd,gas,120975,automatic,full-size,truck,ca
70318,7315192121,yuba-sutter,30398,2020,honda,cr-v,gas,3700,automatic,mid-size,SUV,ca
70319,7315186771,yuba-sutter,24581,2019,honda,accord,gas,30139,automatic,mid-size,sedan,ca
70320,7315182305,yuba-sutter,5500,2005,nissan,sentra s,gas,76010,automatic,mid-size,sedan,ca
70321,7315181369,yuba-sutter,9500,2009,honda,pilot touring,gas,185690,automatic,mid-size,SUV,ca
70322,7315181050,yuba-sutter,6999,2012,hyundai,veloster coupe 3d,gas,116658,automatic,mid-size,coupe,ca
70323,7315180578,yuba-sutter,10495,2013,mazda,3,gas,92145,automatic,mid-size,hatchback,ca
70324,7315180140,yuba-sutter,7995,2009,honda,crv cr-v 4wd,gas,156486,automatic,mid-size,SUV,ca
70325,7315179488,yuba-sutter,4999,2002,honda,crv cr-v,gas,194497,automatic,mid-size,SUV,ca
70326,7315179384,yuba-sutter,25475,2019,honda,accord,gas,24415,automatic,mid-size,sedan,ca
70327,7315178905,yuba-sutter,10500,2011,hyundai,genesis coupe 2.0t,gas,108292,automatic,mid-size,coupe,ca
70328,7315178277,yuba-sutter,11500,2012,hyundai,genesis coupe 2.0t,gas,83097,automatic,mid-size,coupe,ca
70329,7315170465,yuba-sutter,33957,2019,honda,accord,gas,22906,automatic,mid-size,sedan,ca
70331,7315159983,yuba-sutter,35916,2021,subaru,outback,gas,4397,automatic,mid-size,wagon,ca
70332,7315147459,yuba-sutter,40426,2019,chevrolet,silverado 1500 ld,gas,32910,automatic,full-size,pickup,ca
70336,7315133085,yuba-sutter,10887,2011,honda,fit,gas,77753,automatic,mid-size,hatchback,ca
70340,7315116309,yuba-sutter,57626,2019,toyota,4runner,gas,15363,automatic,mid-size,SUV,ca
70344,7315097446,yuba-sutter,29703,2020,honda,accord,gas,20695,automatic,mid-size,sedan,ca
70363,7314953035,yuba-sutter,27995,2012,mercedes-benz,cls-class,gas,68470,automatic,compact,coupe,ca
70367,7314939760,yuba-sutter,15995,2009,audi,a8,gas,75740,automatic,full-size,sedan,ca
70373,7314889899,yuba-sutter,9995,2012,honda,civic ex,gas,104787,automatic,compact,sedan,ca
70374,7314889633,yuba-sutter,7995,2010,subaru,impreza 2.5i awd,gas,156293,automatic,compact,sedan,ca
70375,7314889306,yuba-sutter,5495,2010,ford,focus se,gas,141325,automatic,compact,sedan,ca
70379,7314879248,yuba-sutter,9495,2015,dodge,grand caravan sxt,gas,150422,automatic,full-size,mini-van,ca
70415,7314690838,yuba-sutter,1500,1989,nissan,d21 hardbody,gas,175000,manual,compact,truck,ca
70456,7314198384,yuba-sutter,4500,2006,ford,fusion sel,gas,115000,automatic,full-size,sedan,ca
70476,7314007332,yuba-sutter,0,2017,volkswagen,jetta,gas,11504,automatic,compact,sedan,ca
70477,7314003394,yuba-sutter,3000,2003,nissan,sentra gxe,gas,129000,automatic,full-size,sedan,ca
70484,7313963715,yuba-sutter,8995,2013,honda,civic lx,gas,155600,automatic,compact,sedan,ca
70485,7313963396,yuba-sutter,10995,2015,chrysler,200 limited,gas,97826,automatic,mid-size,sedan,ca
70502,7313804037,yuba-sutter,26450,2020,ford,fusion hybrid,hybrid,12153,automatic,mid-size,sedan,ca
70506,7313757965,yuba-sutter,33986,2018,honda,pilot,gas,51134,automatic,full-size,SUV,ca
70510,7313729788,yuba-sutter,25965,2019,honda,accord,gas,32812,automatic,mid-size,sedan,ca
70512,7313725756,yuba-sutter,15912,2013,honda,accord,gas,99256,automatic,mid-size,sedan,ca
70515,7313719959,yuba-sutter,28392,2018,honda,cr-v,gas,28037,automatic,mid-size,SUV,ca
70517,7313716652,yuba-sutter,27008,2018,jeep,grand cherokee,gas,35721,automatic,mid-size,SUV,ca
70519,7313712480,yuba-sutter,19975,2017,toyota,prius prime,other,65267,automatic,mid-size,hatchback,ca
70521,7313706966,yuba-sutter,27250,2017,honda,cr-v,gas,22015,automatic,mid-size,SUV,ca
70523,7313699633,yuba-sutter,20956,2018,honda,civic,gas,75424,automatic,full-size,hatchback,ca
70525,7313689979,yuba-sutter,19870,2018,honda,civic,gas,28123,automatic,mid-size,sedan,ca
70527,7313677861,yuba-sutter,22147,2018,honda,accord,gas,35007,automatic,mid-size,sedan,ca
70529,7313663514,yuba-sutter,30539,2021,honda,accord,gas,3917,automatic,mid-size,sedan,ca
70568,7313647296,yuba-sutter,24791,2019,honda,hr-v,gas,19348,automatic,compact,wagon,ca
70570,7313628608,yuba-sutter,27547,2019,honda,accord,gas,28126,automatic,mid-size,sedan,ca
70574,7313608250,yuba-sutter,25915,2019,honda,accord,gas,54907,automatic,mid-size,sedan,ca
70576,7313586090,yuba-sutter,27653,2019,honda,accord,gas,41270,automatic,mid-size,sedan,ca
70578,7313562822,yuba-sutter,25275,2019,honda,accord,gas,24415,automatic,mid-size,sedan,ca
70582,7313537112,yuba-sutter,37616,2019,honda,passport,gas,19655,automatic,mid-size,SUV,ca
70584,7313521887,yuba-sutter,35000,2006,ram,2500,diesel,145566,automatic,full-size,pickup,ca
70585,7313509439,yuba-sutter,24581,2019,honda,accord,gas,30139,automatic,mid-size,sedan,ca
70586,7313507466,yuba-sutter,0,2019,hyundai,ioniq,electric,3020,automatic,full-size,hatchback,ca
70588,7313480167,yuba-sutter,30398,2020,honda,cr-v,gas,3700,automatic,mid-size,SUV,ca
70610,7313159749,yuba-sutter,15900,2006,ford,econoline e250,gas,74600,automatic,full-size,van,ca
70704,7312996595,yuba-sutter,0,2017,kia,soul,gas,73314,automatic,compact,SUV,ca
70711,7312936688,yuba-sutter,9495,2012,buick,lacrosse touring,gas,159087,automatic,full-size,sedan,ca
70712,7312931357,yuba-sutter,15995,2014,honda,accord sport,gas,77557,automatic,full-size,sedan,ca
70713,7312931005,yuba-sutter,11995,2015,nissan,altima 3.5 sl,gas,134558,automatic,mid-size,sedan,ca
70714,7312930682,yuba-sutter,10995,2012,honda,civic ngv w/navi,other,65728,automatic,compact,sedan,ca
70718,7312889778,yuba-sutter,3000,1997,honda,civic,gas,160000,automatic,compact,coupe,ca
70739,7312538644,yuba-sutter,7988,2012,nissan,versa,gas,77174,automatic,compact,sedan,ca
70743,7312423902,yuba-sutter,11000,1995,ford,bronco,gas,245542,automatic,full-size,SUV,ca
70771,7311982012,yuba-sutter,15988,2016,audi,a4,other,86265,automatic,compact,sedan,ca
70777,7311952961,yuba-sutter,9995,2013,chevrolet,malibu lt w/1lt,gas,116323,automatic,mid-size,sedan,ca
70778,7311952670,yuba-sutter,8495,2009,toyota,corolla xrs,gas,149726,automatic,compact,sedan,ca
70779,7311952321,yuba-sutter,8995,2015,chevrolet,cruze ls,gas,100962,automatic,compact,sedan,ca
70806,7311635991,yuba-sutter,9000,2014,dodge,dart,gas,106000,automatic,mid-size,sedan,ca
70814,7311537478,yuba-sutter,0,2013,volkswagen,eos,gas,110811,automatic,sub-compact,convertible,ca
70818,7311514073,yuba-sutter,17995,2014,chevrolet,camaro,gas,69910,automatic,compact,convertible,ca
70831,7311415650,yuba-sutter,14995,2015,honda,accord ex,gas,106506,automatic,full-size,sedan,ca
70832,7311415319,yuba-sutter,10995,2016,nissan,sentra s,gas,78917,automatic,compact,sedan,ca
70833,7311415044,yuba-sutter,10995,2013,nissan,murano sv,gas,100774,automatic,mid-size,SUV,ca
70848,7311108008,yuba-sutter,7995,2009,honda,accord ex,gas,162134,automatic,full-size,sedan,ca
70864,7310986779,yuba-sutter,4495,1999,honda,civic lx,gas,148563,automatic,compact,sedan,ca
70865,7310986513,yuba-sutter,4995,2006,ford,focus zx4 ses,gas,138849,automatic,compact,sedan,ca
70866,7310986219,yuba-sutter,8995,2013,mazda,3i sv,gas,123687,automatic,compact,sedan,ca
70869,7310961968,yuba-sutter,8488,2007,acura,tsx,gas,129620,automatic,compact,sedan,ca
70881,7310802965,yuba-sutter,2000,2004,honda,element ex awd,gas,271323,automatic,mid-size,SUV,ca
70891,7310570611,yuba-sutter,10488,2012,audi,a4,gas,109766,automatic,compact,wagon,ca
70993,7309647230,yuba-sutter,15000,2007,ford,f250 super duty,diesel,235000,automatic,full-size,pickup,ca
70994,7309615967,yuba-sutter,3500,1997,honda,civic,gas,130000,automatic,compact,sedan,ca
71012,7309509496,yuba-sutter,12995,2015,honda,civic,gas,81499,automatic,compact,sedan,ca
71016,7309380886,yuba-sutter,10988,2013,cadillac,ats,gas,100457,automatic,compact,sedan,ca
71019,7309295434,yuba-sutter,8000,2005,nissan,350z,gas,95000,manual,compact,coupe,ca
71030,7308841381,yuba-sutter,10800,2014,toyota,prius,hybrid,50100,automatic,full-size,sedan,ca
71071,7308518289,yuba-sutter,7500,1978,chevrolet,corvette c3 stinray,gas,70000,manual,full-size,convertible,ca
71080,7308436643,yuba-sutter,0,2016,mercedes-benz,c-class,gas,56420,automatic,compact,sedan,ca
71086,7308412693,yuba-sutter,8995,2014,ford,focus,other,91819,automatic,compact,hatchback,ca
71096,7308299053,yuba-sutter,20000,2017,gmc,sierra 1500,gas,40000,automatic,full-size,truck,ca
71116,7308066540,yuba-sutter,12000,2013,ford,transit connect,gas,72000,automatic,mid-size,van,ca
71133,7307938672,yuba-sutter,4000,2007,chrysler,pt cruiser,gas,111650,automatic,compact,hatchback,ca
71193,7307607915,yuba-sutter,19978,2017,honda,accord,gas,33052,automatic,mid-size,sedan,ca
71194,7307595842,yuba-sutter,19600,2018,honda,civic,gas,16020,automatic,mid-size,sedan,ca
71195,7307584637,yuba-sutter,18546,2016,honda,accord,gas,56145,automatic,mid-size,sedan,ca
71196,7307579548,yuba-sutter,20986,2016,honda,accord,gas,37753,automatic,mid-size,sedan,ca
71197,7307573732,yuba-sutter,30823,2018,honda,cr-v,gas,25383,automatic,mid-size,SUV,ca
71198,7307555705,yuba-sutter,14698,2015,hyundai,sonata,gas,70356,automatic,full-size,sedan,ca
71201,7307530315,yuba-sutter,23352,2020,honda,civic,gas,15357,automatic,mid-size,sedan,ca
71245,7307515396,yuba-sutter,32875,2018,honda,pilot,gas,26659,automatic,full-size,SUV,ca
71353,7307496416,yuba-sutter,6986,2005,honda,civic,gas,135408,automatic,compact,sedan,ca
71361,7307424765,yuba-sutter,8995,2014,ford,focus,gas,91819,automatic,compact,sedan,ca
71363,7307424362,yuba-sutter,21995,2013,ram,1500,gas,152703,automatic,full-size,pickup,ca
71365,7307423900,yuba-sutter,11995,2008,ram,1500,gas,176709,automatic,full-size,pickup,ca
71373,7307343204,yuba-sutter,30398,2020,honda,cr-v,gas,3700,automatic,mid-size,SUV,ca
71401,7307039559,yuba-sutter,3500,2001,honda,insight,hybrid,144341,automatic,compact,sedan,ca
71403,7307022106,yuba-sutter,10988,2013,bmw,3-series,gas,122578,automatic,compact,sedan,ca
71411,7306913662,yuba-sutter,5995,2008,toyota,scion xb,gas,226091,automatic,compact,wagon,ca
71412,7306890334,yuba-sutter,19995,2017,toyota,prius prime,electric,45358,automatic,mid-size,sedan,ca
71419,7306828375,yuba-sutter,12900,2003,ford,super duty f350 diesel,diesel,228000,automatic,full-size,pickup,ca
71435,7306517778,yuba-sutter,13000,2016,ford,fiesta st,gas,45000,manual,compact,sedan,ca
71437,7306444342,yuba-sutter,27000,2018,mercedes-benz,benz cla 250,gas,37722,automatic,compact,coupe,ca
71438,7306340516,yuba-sutter,0,2017,nissan,rogue sport,gas,28041,automatic,compact,hatchback,ca
71476,7306014588,yuba-sutter,16000,2018,ford,fusion se 1.5l ecoboost,gas,27000,automatic,full-size,sedan,ca
71484,7305881226,yuba-sutter,16995,2016,dodge,charger,gas,115536,automatic,full-size,sedan,ca
71488,7305821163,yuba-sutter,0,2017,kia,soul,gas,34927,automatic,compact,SUV,ca
71510,7305269170,yuba-sutter,4999,2002,honda,crv cr-v,gas,194497,automatic,mid-size,SUV,ca
71511,7305266531,yuba-sutter,9500,2009,honda,pilot touring,gas,185690,automatic,mid-size,SUV,ca
71513,7305259151,yuba-sutter,7995,2009,honda,crv cr-v 4wd,gas,156486,automatic,mid-size,SUV,ca
71514,7305256014,yuba-sutter,0,2011,hyundai,genesis coupe 3.8 track,gas,181226,automatic,mid-size,coupe,ca
71515,7305252568,yuba-sutter,10500,2011,hyundai,genesis coupe 2.0t,gas,108292,automatic,mid-size,coupe,ca
71516,7305249524,yuba-sutter,6999,2012,hyundai,veloster coupe 3d,gas,116658,automatic,mid-size,coupe,ca
71517,7305248097,yuba-sutter,0,2012,toyota,yaris hatchback,gas,113518,automatic,mid-size,hatchback,ca
71518,7305245970,yuba-sutter,10495,2013,mazda,3,gas,92145,automatic,mid-size,hatchback,ca
71520,7305245499,yuba-sutter,5500,2005,nissan,sentra s,gas,76010,automatic,mid-size,sedan,ca
71522,7305243757,yuba-sutter,0,2016,hyundai,genesis coupe ultimate,gas,193413,automatic,mid-size,coupe,ca
71562,7304599177,yuba-sutter,8000,2013,ford,c-max hybrid sel,gas,78090,automatic,compact,hatchback,ca
71572,7304352956,yuba-sutter,12995,2018,kia,optima hybrid,hybrid,116994,automatic,mid-size,sedan,ca
71574,7304344689,yuba-sutter,0,2018,kia,optima,hybrid,44181,automatic,full-size,sedan,ca
71578,7304308186,yuba-sutter,13495,2011,mercedes-benz,c-class,gas,91760,automatic,compact,sedan,ca
71589,7304188712,yuba-sutter,16995,2007,mercedes-benz,cls-class,gas,119668,automatic,compact,coupe,ca
71604,7303803918,yuba-sutter,9995,2011,hyundai,genesis,gas,125943,automatic,full-size,sedan,ca
71622,7303554585,yuba-sutter,21672,2020,honda,civic,gas,8363,automatic,mid-size,sedan,ca
71623,7303537159,yuba-sutter,20908,2018,honda,civic,gas,30378,automatic,mid-size,sedan,ca
71624,7303532508,yuba-sutter,19258,2018,honda,civic,gas,23018,automatic,mid-size,sedan,ca
71626,7303521929,yuba-sutter,24754,2018,honda,accord,gas,40660,automatic,mid-size,sedan,ca
71627,7303438177,yuba-sutter,30398,2020,honda,cr-v,gas,3700,automatic,mid-size,SUV,ca
71690,7303078660,yuba-sutter,15995,2009,audi,s5,gas,93449,automatic,sub-compact,convertible,ca
71709,7302722844,yuba-sutter,1,2006,bmw,325i,gas,136000,automatic,full-size,sedan,ca
71761,7302203458,yuba-sutter,4000,2008,dodge,nitro sxt,gas,192153,automatic,mid-size,SUV,ca
71771,7301824643,yuba-sutter,6250,2006,bmw,325i,gas,140000,automatic,compact,sedan,ca
71772,7301822987,yuba-sutter,6250,2006,bmw,325i,gas,140000,automatic,compact,sedan,ca
71786,7316918655,boulder,10800,2014,subaru,xv crosstrek 2.0i premium,gas,74000,manual,compact,hatchback,co
71787,7316912692,boulder,11895,2011,honda,cr-v,gas,115000,automatic,mid-size,SUV,co
